ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,DevOps,Не указано,"Мужчина, 38 лет","Тверь , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 15 лет 4 месяца,DevOps в Raiffeisenbank,"Разработал сервис мониторинга внешних ресурсов банка, с использованием следующих технологий: - Prometheus, easeprobe, api(fastapi), ansible-role(deploy) Разработка микросервиса для работы c cmdb(fastapi) Разработка бота мониторинга Построение графиков в Grfana Стек: - Написание пайплайнов Gitlab - Написание микросервисов python(fastapi, mmoy_bot) - IaaC: Kubernetes(оркестрация написанных микросервисов),prom-operator, teleport, helm, ansible-roles, cilium","Исполнительность, Русский — Родной","Имеется опыт установки, настройки, мониторинга и администрирования следующих операционных систем: • На базе ядра Linux (дистрибутивы Archlinux, OpenSUSE, Ubuntu, CentOS, Debian) Понимание работы и опыт конфигурирования серверов: DNS, DHCP, LDAP,Squid+Negotiate, OpenVPN, Samba, GLPI + Fusion Inventory. Опыт работы с сетевым оборудованием коммутаторы (d-link,ASuS), xDSL (zyxel,d-link,cisco), серверами (Huawei, HP ProLiant, MicroServer HP) Опыт работы с продуктами ОС Linux: iptables, NAT, Squid, OpenVPN, bind DNS, DHCP, openLDAP, Samba, Apache2, Nginx, mysql, postgres, VOIP (Asterisk), nfs, Опыт работы с продуктами ОС Windows: Microsoft DNS Server, DHCP Server, Active Directory, Group Police, ISA Server Опыт работы с БД: clickhouse(replication & sharding), mongodb, influx Мониторинг: Grafana, Graylog, Prometheus Опыт работы с гипервизорами (Ovirt, ESXi, Proxmox, Hyper-V) Опыт развертывания и администрирования HA кластеров : oVirt, Proxmox Навыки: ansible, docker, lxc, uwsgi, python, vagrant, helm","Тверская Государственная Сельскохозяйственная Академия Инженерный, эксплуатация машинотранспортного парк",Русский — Родной,https://hh.ru/resume/f1e243d80000f18e690039ed1f696172745a4d
Кандидат,DevOps,Не указано,"Мужчина, 27 лет","Москва , готов к переезду (Грузия, Казахстан, Узбекистан) , готов к командировкам",Не указано,Опыт работы 6 лет 3 месяца,DevOps в ЛЕГАЛБЕТ,"- Написание и дебаг Ci/CD Пайплайнов, Github Action/Gitlab CI/Jenkins/Bitbucket/Bamboo CI - Написание модулей Terraform - Работа с продуктами от Hashicorp: Terraform, Vault, Nomad, Consul, Packer - Работа с Docker файлами, docker-compose - Настройка и поддержка мониторинга и алертинга, Graphana, Prometheus - Работа с облаками, AWS/DigitalOcean - Python/Bash/Ansible - Установка и настройка Redis - Установка и настройка RabbitMQ - Установка и настройка ELK","Английский язык, Git, Linux, Bash, SQL, Docker, Docker-compose, Ansible, Python, Grafana, Redis, k8s, Kubernetes, Networking, Jenkins, Prometheus, DevOps, CI/CD, AWS, GitLab CI, Terraform, Nginx, PostgreSQL, MySQL, Zabbix, ORACLE, Apache, ELK, Elasticsearch, Phyton, Русский — Родной, Английский — B2 — Средне-продвинутый","Telegram: @aposazhennikov (предпочтительно) Почта: aposazhennikovspb@gmail.com Сейчас в Алматы. Ищу удаленную работу DevOps'ом. Мои хобби: Большой Теннис, Шахматы, Чай, Йога. Говорю на Китайском, Английском, Испанском, Немецком, Русском языках.","Amity University Computer Science , Cyber Security; Санкт-Петербургский государственный технологический институт (технический университет), Санкт-Петербург Информационные системы и технологии , Информационные системы и технологии; Онлайн курсы Skillbox , Data Scientist; Онлайн курсы Skillbox , Python","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/15620ebb00091aa6fc0039ed1f4f664957716e
Кандидат,DevOps,Не указано,"Мужчина, 37 лет","Тюмень , не готов к переезду , готов к командировкам",Не указано,Опыт работы 15 лет 3 месяца,DevOps-инженер в X5 Tech,"Уважаемые HR, у меня IT ипотека чтобы не тратить зря время проверьте проходит ли ваша компания требованиям банка! Требование к работодателю IT-компании, которая: - получила аккредитацию Минцифры РФ; - получает налоговые льготы; - не зарегистрирована в Москве или Санкт-Петербурге. Ключевые навыки DevOps / GitOps: GitLab CI/CD, ArgoCD, Helm, Docker, Kubernetes IaC & Automation: Ansible, GitLab CI, Helm Charts Контейнеризация и оркестрация: Docker, Docker Compose, Kubernetes, Helm Observability: Prometheus, Alertmanager, Grafana, Prometheus Stack, ELK/EFK (OpenSearch, Logstash, Dashboards) Артефакты и безопасность: Nexus, Harbor, Trivy, Syft, Semgrep, Gitleaks Системы логирования: Filebeat, Rsyslog, Logstash, OpenSearch, Kibana AI & GPU: Настройка серверов с GPU для запуска LLM (Llama, DeepSeek, Qwen), WebUI, LM Studio Операционные системы: Debian, RedOS. Linux: NFS, LVM, Haproxy, Keepalived. GitOps & CI/CD GitOps-подход на базе GitLab + ArgoCD, обеспечив автоматическое развёртывание изменений в Kubernetes. Интегрировал инструменты безопасности в GitLab CI: Gitleaks, Syft, Semgrep, Trivy — для сканирования кода и образов на этапе пайплайна. Сборка docker image для java приложения. Поддержка и оптимизация CI/CD-pipline для более чем 10 проектов. Kubernetes & Helm Разрабатываю и поддерживаю Helm-чарты для развёртывания приложений в Kubernetes. Настраика доступ к сервисам извне кластера: Ingress, Services, Endpoints, Network Policies. Artifactory: Nexus Repository Manager: создание репозиториев, политики очистки, управление артефактами. Реализовал автоматическую очистку устаревших образов и чартов. Harbor: Развертывание сервера Harbor в Kubernetes, авторизация через LDAP, подключение s3 из private cloud. Перенос docker images из gitlab registry в harbor. Observability: Построил 2 решения для централизованного сбора логов (до 900 Гб/день): Elasticsearch + Filebeat + Logstash + Kibana + Grafana OpenSearch + Rsyslog + Logstash + OpenSearch Dashboards + Grafana Настроил парсинг, фильтрацию и маршрутизацию логов в Logstash с добавлением/удалением тегов. Реализовал аутентификацию через LDAP для доступа к OpenSearch/Kibana. Создал роли и маппинги пользователей в OpenSearch/Elasticsearch. Разработал Grafana-дашборды для визуализации логов и метрик. Настроил мониторинг на базе Prometheus + Alertmanager + Grafana, включая кастомные алерты. Инфраструктура как код (IaC) Автоматизировал развёртывание и конфигурацию серверов с помощью Ansible. Поддержка инфраструктуры на базе Debian. AI & GPU-серверы Настроил GPU-серверы для запуска LLM: Llama, DeepSeek-r1, Qwen3 Coder. Организовал веб-интерфейсы через LM Studio, WebUI. Обеспечил доступность моделей для внутреннего использования. - Внедрение и поддержка CI/CD процессов в направлении или компании - Разработка стратегий для обеспечения отказоустойчивости и масштабируемости систем - Автоматизация процессов разработки, сборки и развертывания ПО","Cisco, CCNP, Docker, Check Point, CUCM, Eltex, Kubernetes, Helm, Linux, Grafana, Prometheus, Мониторинг, DevOps, Networking, Vault, ELK, Elasticsearch, Opensearch, GitLab CI, Ansible, Русский — Родной, Английский — B2 — Средне-продвинутый","Настройка оборудования Cisco, Eltex: Telephony services: CUCM, ECSS-10 Security: CheckPoint, VipNet Docker, Kubernetes. Cisco: CCNP R&S. Huawei: HCIA R&S","Тюменский Государственный Университет Факультет: Институт Математики и Компьютерных Наук; Elasticsearch, Logstash и Kibana uc-echelon.ru; AcademyIT , Сетевое администрирование Astra Linux SE; HCIA Routing & Switching Microtest , Huawei; Морская спасательная служба , BOSIET (with CA-EBS); Infotecs , ОК005 Администрирование системы защиты информации ViPNet (Win&Lin); Infotecs , ОК006 Программно-аппаратные комплексы ViPNet; Infotecs , ОК018 Программно-аппаратный комплекс xFirewall; Учебный центр Eltex , Эксплуатационное управление программной АТС ECSS-10; Smart english - general stream, Pre-intermediate British council, Malaysia","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/cac7460500020ab07f0039ed1f39564e733879
Кандидат,DevOps,440 000 ₽ на руки,"Мужчина, 38 лет","Сочи , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 15 лет 1 месяц,DevOps Engineer в Power of Knowledge,"- автоматизация сборки и доставки (GitLab CI/CD, GitHub Actions, Jenkins, Helm); - работа с контейнеризованными приложениями (Docker); - оркестровка контейнеризированных приложений (Docker Compose, Kubernetes); - автоматизация настройки и развертывания (Ansible, Terraform); - работа с платформами облачных вычислений (Azure, AWS); - имплементация решений на базе нейронных сетей и LLM (Azure AI Document Intelligence, Azure OpenAI GPT-4o, Chatterbox, XTTS-v2, Neo4j LLM Graph Builder, Qwiet AI); - администрирование СУБД (Neo4j, PostgreSQL); - работа с сетями (OpenConnect, routing); - написание скриптов (Bash, Python); - работа с репозиториями и системами управления проектами (Bitbucket, Git, Jira); - написание сопроводительной документации (Confluence, Markdown). PoC & MVP: распознаватель PDF-документов, медицинский чат-бот, Discord-бот синтеза речи с клонированием голоса, SAST-сканер кода, отказоустойчивый Jenkins.","MySQL, OpenVPN, Docker, Ansible, Jenkins, Linux, Bash, Hyper-V, Git, MS SQL, Nginx, AWS, KVM, Azure, Nexus, Fortify, CI/CD, Prometheus, Terraform, Helm, TeamCity, GitLab CI/CD, GitHub Actions, OpenShift, DevOps, Istio, PostgreSQL, Kubernetes, AI/ML, Neo4j, Русский — Родной, Английский — C1 — Продвинутый",Закончил с отличием школу иностранных языков. Имею опыт работы в США и Китае.,"Амурский государственный университет, Благовещенск (Амурская область) Филологический , перевод и переводоведение, лингвистика; IELTS — 6.5 British Council","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/522520520007815b250039ed1f666f7344316e
Кандидат,DevOps,Не указано,"Мужчина, 36 лет","Санкт-Петербург , не готов к переезду , готов к командировкам",Не указано,Опыт работы 14 лет 11 месяцев,DevOps Engineer в Hype Auditor,"- создание, cопровождение и развитие текущей инфраструктуры проекта; - разработка инструментов и автоматизация процессов развертывания систем, проектов и окружений; - разработка CI на GitLab; - Разработка и развертка образов для серверов на linux на платформе Amazon aws; - Разработка и поддержка kubernetes кластера - Автоматизация тестирования, сборки и доставки кода","Linux, MS SQL, Веб-программирование, Ubuntu Server, Windows Server, СУБД, IPTables, KVM, Git, БЭМ, Apache HTTP Server, Active Directory, PHP, MySQL, JavaScript, jQuery, AngularJS, Vue.js, HTML5, Pug(jade), CSS3, stylus, kubernetes, CI/CD, terraform, PostgreSQL, RabbitMQ, Redis, GOlang, Русский — Родной, Английский — B2 — Средне-продвинутый, Немецкий — A1 — Начальный",Не указано,СПбГУТиД Информационных технологий,"Русский — Родной, Английский — B2 — Средне-продвинутый, Немецкий — A1 — Начальный",https://hh.ru/resume/1b8e07840000a9f5e70039ed1f736563726574
Кандидат,DevOps,Не указано,"Женщина, 25 лет","Москва , м. Долгопрудная , не готова к переезду , готова к командировкам",Не указано,Опыт работы 4 года 7 месяцев,DevOps-инженер в Сбербанк - Технологии,"Openshift, Kubernetes, Jenkins","MATLAB, Си, Git, Linux, Docker, CI/CD, Администрирование, Ubuntu, DevOps, Kubernetes, Jenkins, OpenShift, Ansible, PostgreSQL, Русский — Родной, Английский — A2 — Элементарный","Закончила бакалавриат в СПбГУАП. Специальность - техническая физика. Базовые знания Multisim, AutoCAD, Matlab, Simulink + Microsoft Office. Готова учиться и ответственно подходить ко всем задачам.","Санкт-Петербургский государственный университет аэрокосмического приборостроения, Санкт-Петербург Инновационных технологий в электромеханике и робототехнике , Техническая физика; Школа 21 Сбербанк , программист","Русский — Родной, Английский — A2 — Элементарный",https://hh.ru/resume/9f236f04000624abe80039ed1f376763584250
Кандидат,DevOps,Не указано,"Женщина, 37 лет","Ростов-на-Дону , не готова к переезду , готова к редким командировкам",Не указано,Опыт работы 14 лет 5 месяцев,DevOps в Ростелеком Информационные Технологии,"Kubernetes (OKD), gitlab, CICD, Prometheus, Grafana, Loki, мониторинг, Ansible, разворачивание инфраструктуры для разработки приложений и продовой части. Написала учебный материал по созданию операторов в kubernetes - https://github.com/chimera8086/operator_tutorial - Автоматизация процессов разработки, сборки и развертывания ПО","Обучаемость, Русский — Родной, Английский — B1 — Средний",Не указано,"Южный федеральный университет, Ростов-на-Дону факультет Механики, математики и технических наук, специальность прикладная математика , Магистратура. Прикладная математика и информатика; Южный федеральный университет, Ростов-на-Дону факультет Механики, математики и технических наук, специальность прикладная математика , Математическое обеспечение и администрирование информационных систем; Ростовский-на-Дону Техникум Кино и Телевидения специальность ""Аудиовизуальная техника и звукотехническое обеспечение аудиовизуальных программ"" , техник; ""Проектирование и системный анализ в области разработки программного обеспечения и информационных систем"", модуль ""ARC-001 ключевые практики архитектора ПО"" IBS; «Проектирование и системный анализ в области разработки программного обеспечения и информационных систем», модуль «ARC-016 Архитектура облачных приложений» IBS; Retratech http://certifications.ru/resume/200357/status/obsolete/ , Системное администрирование Linux","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/d3a513990001067b1d0039ed1f587a564e6750
Кандидат,DevOps,Не указано,"Мужчина, 37 лет","Москва , готов к переезду , не готов к командировкам",Не указано,Опыт работы 17 лет,"DevOps в ООО ""Смарт Кэш""","- AWS (EC2, RDS, Route 53, S3, ECS, CloudWatch, SNS, EFS, MSK, Elasticache, ALB, и т.д.) - Terraform - GitHub Actions CI/CD - Cloudflare - Docker - Nginx - Prometheus, Grafana - Mikrotik - Jira, Slack - GitLab - Proxmox - Zabbix","Linux, Docker, Aws, Администрирование серверов, Русский — Родной, Английский — A1 — Начальный",Не указано,"ЧОУ ВО «Волгоградский институт бизнеса» Экономический , Прикладная информатика","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/b6bc0a2d00051a05fe0039ed1f4d414363764e
Кандидат,DevOps,Не указано,"Мужчина, 36 лет","Балаково , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 13 лет 1 месяц,Старший DevOps инженер в Positive Technologies,"- Создание и сопровождение CI/CD процессов (GitLab); - Контейнеризация приложений (Docker, Compose, k8s); - Управление инфраструктурой как кодом (Ansible, Terraform); - Автоматизация с использованием языков сценариев (bash, Python); - Мониторинг приложений и сервисов (Prometheus, Grafana); - Администрирование Linux серверов (Astra Linux, Debian) с инфраструктурными сервисами (Nginx, PostgreSQL и другие); - Работа с облачными платформами (Yandex Cloud, VK Cloud); - Участие в развитии продукта PT Container Security.","Docker, CI/CD, Linux, Git, Ansible, Puppet, Bash, Python, Windows Server, Active Directory, GPO, DNS, DHCP, Ms Exchange Server, IBM Spectrum Protect, DevOps, Terraform, Grafana, Kubernetes, Русский — Родной, Английский — B2 — Средне-продвинутый","Стрессоустойчивый, внимательный, целеустремлённый. Стараюсь наиболее рационально действовать в трудных ситуациях. Постоянно развиваю и совершенствую профессиональные и личностные качества. В свободное от работы время веду активный образ жизни, увлекаюсь фитнесом.","Федеральное государственное образовательное учреждение высшего профессионального образования БФ ПАГС им. Столыпина (теперь БФ РАНХиГС) Государственно-правового управления , Прикладная информатика в ГМУ","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/a286a617000193768b0039ed1f526d39686978
Candidate,DevOps,Не указано,"Male, 36 years","Taganrog , willing to relocate , prepared for business trips",Не указано,Work experience 14 years 3 months,Инженер DevOps в НКБ ВС,"Автоматизация сборки программного обеспечения, построение конвейеров CI/CD. Разработка Ansible playbook для автоматизации развертывания и управления ПО. Подготовка сред развертывания и тестирования программного обеспечения . Подготовка сборочных и релизных Docker контейнеров. Администрирование Linux систем. Администрирование сетевой инфраструктуры","Администрирование серверов Linux, Администрирование сетевого оборудования, Работа с технической документацией, Python, Bash, Git, Jenkins, Docker, Russian — Native, English — B1 — Intermediate","С 2011 года работаю в сфере системного администрирования и технической поддержки. Хочу начать карьеру в сфере DevOps или разработки. Имею опыт в сфере администрирования Linux систем, уверенные знания работы сетей (маршрутизация, протоколы, vpn, vlan), опыт работы с системами виртуализации Xen, KVM и контейнерными системами (LXC, Docker), а также написания скриптов Python. Кроме того, есть опыт администрирования Apache. Также имеются базовые знания основ JS, HTML, CSS. Уверенно пользуюсь англоязычными сайтами и официальной документацией, редко прибегая к помощи сервисов автоматического перевода. Я хочу получить консультацию о требуемых навыках и знаниях, которые мне необходимы для трудоустройства в вашу компанию.","Инженерно-технологическая академия ЮФУ Факультет: Электроники и приборостроения , Акустические приборы и системы","Russian — Native, English — B1 — Intermediate",https://hh.ru/resume/60c6721e00088f4ca50039ed1f414365456e6d
Кандидат,"DevOps, release manager",Не указано,"Мужчина, 39 лет","Нижний Новгород , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 18 лет 6 месяцев,DevOps в EPAM Systems Inc. (Россия),Администрирование Большого кластрепа в составе большой Команды,"Git, Linux, Jenkins, Bash, Perl, docker, Администрирование серверов Linux, OpenStack, Slurm, Python, Русский — Родной, Английский — B2 — Средне-продвинутый",Не указано,ННГУ им Лобочевского ММФ,"Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/25adabc50000b39eb60039ed1f736563726574
Кандидат,DevOps,Не указано,"Мужчина, 36 лет","Германия , хочу переехать (Россия) , готов к командировкам",Не указано,Опыт работы 17 лет 11 месяцев,Преподаватель курса DevOps в Нетология,- создание учебного материала - проведение вэбинаров - проверка домашних заданий,"Scrum, Apple Swift, Puppet, elastic search, logstash, Kibana, Jasper reports, Jenkins, Mercurial, TeamCity, Redis, Ruby, Linux, ITIL, Bash, Git, Control - M, Heroku, Amazon web services, Docker, Azure, Kubernetes, Gradle, Artifactory, Microsoft Azure, Azure DevOps, Gitlab, Prometheus, Helm, Terraform, Русский — Родной, Английский — C2 — В совершенстве, Немецкий — A1 — Начальный, Французский — A1 — Начальный","Личные проекты: Приложение для ведения личных финансов - iOS версия написана на Swift доступна в AppStore https://itunes.apple.com/us/app/mysimplewalletapp/id1320488773?l=ru&ls=1&mt=8 Веб приложение на Ruby on Rails https://my-simple-wallet-app.herokuapp.com/ Личные качества: Нацеленность на результат, само мотивация, навыки управления временем, стрессоустойчивость Хобби: Современные технологии, фотография - https://goo.gl/GZ9jft, маркетинг, путешествия","Национальный авиационный университет, Киев Аэронавигации , Специалист по обслуживанию систем управления; Национальный авиационный университет, Киев Электроники и систем управления , Оборудование воздушных суден; ITILv3 EXIN , Foundation certificate; AWS Certified Solutions Architect - Associate Udemy; CCNA (Cisco certified network associate) Сетевая академия Cisco при центре последипломного образования ОАО ""Укртелеком"" , Routing and Switching; Оператор ПК Перспектива XXI век , Оператор ПК; ITIL v3 EXIN , Foundation; Swift. Основы разработки мобильного приложения GeekBrains","Русский — Родной, Английский — C2 — В совершенстве, Немецкий — A1 — Начальный, Французский — A1 — Начальный",https://hh.ru/resume/9a72dd2000022270fd0039ed1f477172574755
Кандидат,DevOps,350 000 ₽ на руки,"Мужчина, 40 лет","Волгоград , готов к переезду , готов к командировкам",Не указано,Опыт работы 18 лет 5 месяцев,Senior DevOps engineer в ClearScale,"-Preparing architecture designs, building infrastructures from scratch -Infrastructure as a code implementation - CI/CD configuration - Automating manual processes - Migrations from on-premises and various clouds to AWS","Администрирование серверов Windows, PowerShell, Git, Virtualization, Ruby, Автоматизация, Разработка ПО, Администрирование серверов Linux, DevOps, AWS, Python, SQL, Docker, CI/CD, Русский — Родной, Английский — B2 — Средне-продвинутый","Трудолюбив, болен IT, люблю учиться. Огромный опыт системным архитектором\администратором. Хорошо владею Ruby и Powershell. Имею опыт Ruby on Rails. Базовые знания C#, JS, Bash, HTML. Конечно же дружу с Git. Небольшой опыт QA.","Волгоградский государственный технический университет, Волгоград Вычислительные машины, комплексы, системы, сети и телекоммуникации , Специалист; Волгоградский государственный технический университет, Волгоград Технологии Конструкционных Материалов , Специалист; Профессиональная разработка на Ruby on Rails Thinknetica; VMware vSphere: Install, Configure, Manage [V5.0] УЦ ""Микроинформ""; Техническая защита персональных данных: ""Обеспечение безопасности персональных данных при их обработке в информационных системах персональных данных"" Институт информационных технологий «АйТи» , Удостоверение о краткосрочном повышении квалификации (72 часа); Авторизованный курс корпорации Microsoft #6426 Configuring Identity and Access Solutions with Windows Server 2008 Active Directory/ Конфигурирование решений идентификации и доступа в среде Active Directory Windows Server 2008 Институт информационных технологий «АйТи»; Авторизованный курс корпорации Microsoft #6425 «Configuring and Troubleshooting Windows Server 2008 Active Directory Domain Services/ Настройка и устранение неисправностей доменных служб Windows Server 2008 Active Directory» Институт информационных технологий «АйТи»; AWS AWS , AWS Certified SysOps Administrator – Associate; AWS AWS , AWS Certified DevOps Engineer – Professional; Server Infrastructure Microsoft , Microsoft Certified Solutions Expert; VMware Certified Professional on Vsphere 5 VMware; Virtualization Administrator on Windows Server® 2008 R2 Microsoft , Microsoft Certified IT Professional; Enterprise Administrator on Windows Server® 2008 Microsoft , Microsoft Certified IT Professional","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/011c538d0000b024f20039ed1f736563726574
Кандидат,DevOps-инженер,200 000 ₽ на руки,"Мужчина, 26 лет","Казань , готов к переезду , готов к командировкам",Не указано,Опыт работы 5 лет 6 месяцев,DevOps в The Open Platform,"- Работа с очередями Rabbit MQ - PostgreSQL,Redis - Написание пайплайнов на Gitlab CI, настройка Jenkins Job - Настройка и поддержка системы мониторинга - Prometheus,VictoriaMetrics - Поддержка тестовых окружений","Blockchain, SQL, Atlassian Jira, Loki, Docker, Jenkins, Java, Gitlab, Grafana, RabbitMQ, Linux, Opensearch, Sentry, Kubernetes, Русский — Родной, Английский — B1 — Средний","Я инженер технической поддержки с более чем 4 годами опыта, специализируюсь на работе с различными системами и технологиями. В последние несколько месяцев работаю на позиции DevOps-инженера и изучаю DevOps практики Моя цель — продолжать развиваться в DevOps, углубляя знания в области управления инфраструктурой и автоматизации. Ответственный специалист, который любит нестандартно подходить к решению задач. Стараюсь активно участвовать в оптимизации процессов, стремлюсь к постоянному развитию навыков, люблю учиться и узнавать что-то новое. Готов вносить инициативы, предлагать идеи для достижения высоких результатов. От нового проекта ожидаю постоянное развитие, получение новых скиллов.",ИТКЗИ Компьютерные системы и комплексы,"Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/19d45720000517bc0b0039ed1f315a43474f5a
Candidate,DevOps engineer,300 000 ₽ in hand,"Male, Не указано","Moscow , willing to relocate , prepared for business trips",Не указано,Work experience 5 years 11 months,Devops в Сбер,"Стек технологий: Jenkins, Docker, OpenShift/k8s, Ansible, Kafka, Nginx, Vault, S3, Keycloak, PostgreSQL, Git, Bitbucket, Bash, Python, Js, ELK, Grafana, Zabbix, Dynatrace, Groovy, CI/CD.","Linux, Docker, Bash, Ansible, SQL, Jenkins, Unix, DevOps, OpenShift, Git, Gitlab, Администрирование, Kubernetes, Russian — Native, English — B1 — Intermediate",Люблю разбираться в сложных и интересных задачах.,"Московский государственный технический университет им. Н.Э. Баумана, Москва Информатика и вычислительная техника , Вычислительные машины, комплексы, системы и сети; Академия экономической безопасности Министерства внутренних дел Российской Федерации, Москва Экономический факультет , Финансы и кредит","Russian — Native, English — B1 — Intermediate",https://hh.ru/resume/baf1f5b0000207167c0039ed1f4747505a7046
Кандидат,DevOps,Не указано,"Мужчина, 47 лет","Санкт-Петербург , не готов к переезду , готов к командировкам",Не указано,Опыт работы 25 лет 3 месяца,"DevOps engineer в Северо-Западная компания Инфосвязь, ООО","Написание playbook для Ansible. Настройка CI/CD (GitLab), Поддержка работы площадки компании","Exim, LDAP, OpenVPN, Административное управление, Администрирование серверов Linux, Оптимизация закупок, Руководство коллективом, Работа в команде, Настройка почтовых серверов, Nginx, MySQL, Ansible, Docker, DevOps, Автоматизация процессов, Ubuntu, Linux, Bash, ELK, Администрирование, Debian, Git, Kibana, IPTables, SSH, Русский — Родной, Английский — A1 — Начальный",Не указано,"Санкт-Петербургский государственный технологический университет растительных полимеров, Санкт-Петербург Факультет автоматизированных систем управления","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/f3d34d3c0001b6dfa20039ed1f5869304c6978
Кандидат,DevOps,Не указано,"Мужчина, 33 года","Новосибирск , м. Заельцовская , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 9 лет 7 месяцев,ведущий devops-инженер (teamlead) в fintechiq,"проектирование и реализация 1. инфраструктуры приложений компании 2. cdc, datalake, dwh 3. ci/cd 4. система сбора бизнесовых метрик 5. минималистичный waf на инфраструктурном уровне поставил процессы работы отдела, за 1.5 года отдел вырос с 2 до 8 человек.","Nginx, PostgreSQL, Python, Linux, ansible, Bash, docker, aws, TCP/IP, IPTables, k8s, gitlab, clickhouse, prometheus, grafana, kubernetes, Администрирование серверов Linux, kafka, ceph, Русский — Родной, Английский — A1 — Начальный","Не люблю делать одинаковую работу дважды, особенно если её можно автоматизировать. Предпочитаю максимально точный расчет и тонкую настройку вместо популярного метода ""а там видно будет"". Увлекаюсь сноубордом и бальными танцами. Готов работать, быстро учусь, легко нахожу общий язык с людьми.",Не указано,"Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/7e35358d0002ea22290039ed1f683277677a47
Кандидат,DevOps,400 000 ₽ на руки,"Мужчина, 41 год","Воронеж , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 20 лет 1 месяц,Senior DevOps в СберМаркет,Сопровождение PaaS в облаке,"Cisco, TCP/IP, Настройка ПК, VMware, Администрирование серверов Linux, MySQL, VPN, Настройка серверов, Apache HTTP Server, Mikrotik, Проектирование ЛВС, Администрирование сетевого оборудования, VoIP, Ansible, Docker, Kubernetes, Enterprise Linux, SaltStack, Rhcsa, DevOps, SAST/DAST InfoSEC, Русский — Родной, Английский — B2 — Средне-продвинутый, Румынский — B2 — Средне-продвинутый","Женат, трое детей. Амбициозный, ответственный, порядочный. Стаж работы с Linux и Open Sourse более 17 лет.","Тульский государственный университет, Тула Металургический факультет , Металлургические машины и оборудование; DevOps Fundamentals Cleverics , DevOps Fundamentals; RHCSA RedHat , RHCSA; SCA SUSE Enterprise , SCA; MTCNA Aitec (Mikrotik) , Mikrotik MTCNA","Русский — Родной, Английский — B2 — Средне-продвинутый, Румынский — B2 — Средне-продвинутый",https://hh.ru/resume/ac2893560003644edd0039ed1f65506b4d4f5a
Candidate,DevOps,2 800 € in hand,"Male, 43 years","Moscow , not willing to relocate , prepared for occasional business trips",Не указано,Work experience 18 years,DevOps в noname,"AWS, other clouds, terraform, k8s, ansible, gitlab, jenkins, e(l,f)k, graylog, rabbitmq, mysql, postgresql, mongodb, prometheus, zabbix , loki and etc.","Администрирование серверов Linux, Linux, Docker, AWS, Active Directory, Asterisk, system center, VMware, VoIP, Unix, Zabbix, Cisco, Администрирование серверов Windows, Настройка DNS, Atlassian Jira, MySQL, Apache HTTP Server, Unix Shell Scripts, PHP, TCP/IP, Python, Atlassian Confluence, Jetbrains Phpstorm, TeamCity, Networking, Debian, Администрирование сетевого оборудования, Google Cloud Platform, Russian — Native, English — B1 — Intermediate",Не указано,"Современная гуманитарная академия, Москва Менеджмент; Новополоцкий политехнический техникум производство радиоэлектронных средств , техник-технолог; ms-6434: Automating windows server 2008 administration with windows powershell. Софт Лайн , Сертификат; AIX System Administration II: Problem Determination. (Администрирование ОС AIX5L. Часть II: Устранение неисправностей) Sibis , Сертификат; AIX 5L System Administration I: Implementation. (Администрирование ОС AIX5L. Часть I: Реализация) Sibis , Сертификат; Системы хранения данных DS4000 в сетях SAN Sibis , Сертификат","Russian — Native, English — B1 — Intermediate",https://hh.ru/resume/33eff5fd0000bbeb550039ed1f736563726574
