ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,Javascript Angular программист,350 000 ₽ на руки,"Мужчина, 39 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 19 лет 8 месяцев,Эксперт управления разработки продуктов Multi-D в ИНЖИНИРИНГОВАЯ КОМПАНИЯ «АСЭ»,Разработка продуктов Multi-D,"JavaScript, Обучение и развитие, Асинхронное программирование, Angular, rxjs, HTML, Git, SCSS, Frontend, CSS3, TypeScript, Русский — Родной, Английский — A1 — Начальный, Немецкий — A1 — Начальный","Я коммуникабельный и активный, имею здоровое чувство юмора, не боюсь трудностей, по жизни оптимист, эффективно планирую своё время, легко нахожу контакт с людьми. Люблю и умею работать в команде, стремлюсь к профессиональному развитию. Человек я, семейный, поэтому ответственный! Увлекаюсь спортивным туризмом и рыбалкой. Мой репозитарий https://github.com/Alexsei https://bitbucket.org/AlekseiV/","КГБПОУ «Волчихинский политехнический колледж"" Факультет экономики и бухгалтерского учета , Бухгалтерский учет, анализ и аудит","Русский — Родной, Английский — A1 — Начальный, Немецкий — A1 — Начальный",https://hh.ru/resume/909a51fc0002f5cb2e0039ed1f35566c544352
Кандидат,angular frontend web dev,220 000 ₽ на руки,"Женщина, 42 года","Москва , готова к переезду , не готова к командировкам",Не указано,Опыт работы 4 года 10 месяцев,Middle front end developer в Jaxel,"фронтенд-разработчик облачной платформы цифровых двойников. В его центре находится цифровая 3D-модель, которая связывает различные данные о собственности - зданий. В мои обязанности входило дебаггинг, исправление ошибок, доработка текущего функционала - такого как добавление новых проперти для отображения на 3д модели - например типы ассетов как для десктоп так и для мобильной версии, так же фильтрация по типам, отображение на панели инструментов и на модели, драг-опции для моркап обьектов, доработка настроек цветового отображения плана(чертеж) здания, модальные окна, тултипы, изменения толщины отрисовки линий инструментов измерения модели (БабилонДжС). Из новых фич, из последних задач, было изменение курсора мыши при включении различных инструментов измерения на модели. Используемые библиотеки i18n, NgZorro, Babylon.js, NGSX, а так же RXJS.","Git, HTML5, CSS3, JavaScript, Sass, jQuery, Bootstrap, Gulp, Linux, angular 9, typescript, Docker, Mercurial, БЭМ, Angular, Vue, Vue.js, VueJS, Русский — Родной, Английский — B2 — Средне-продвинутый","Исследую страны карибского бассейна, изучаю испанский и турецкий языки. Мне всё равно на чай, кофе, печеньки; мой двигатель - это саморазвитие, а топливо - интересные и трудные задачи и радость от их решения, возможность высказаться и быть услышанной.","Skillbox UI/UX дизайнер; Udemy Angular 8 , Frontend developer; ITVDN IT , Frontend developer; Gitbrain IT , Верстальщик сайтов; Институт бизнеса и права, Санкт-Петербург Экономика , Финансы и кредит; skillcrucial https://skillcrucial.com , full stack js dev (MERN)","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/6d0c4ac7000620389f0039ed1f4976436c7675
Кандидат,Front end разработчик angular,200 000 ₽ на руки,"Мужчина, 31 год","Москва , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 3 года 6 месяцев,Frontend-разработчик в ЦИФРА,Разработка front end части приложения по сбору и анализу данных от крупных металлургических и нефтеперерабатывающих компаний. На проекте были использованы следующие технологии: Angular 18 Rxjs Ngrx Nx Микрофронтенд Prizm design Karma Jasmine,"CSS, HTML, ООП, Git, JavaScript, Rxjs, HTML5, Sass, Java Script, WebSocket, Less, CSS3, Ngrx, Material Design, Angular, SOLID, Docker, Karma, Jasmine, Module federation, Webpack, Java, Русский — Родной, Английский — B1 — Средний","Целеустремленный, ответственный ,внимательный, открыт к обучению. Java обучался самостоятельно по книгам Герберта Шилдта,знаю ООП java-core, Collection framework, JavaFX. Знаю HTML/Css прошел курс на GeekBrains. Прошел обучение основам фреймворков Spring, hibernate, springboot. Есть опыт работы с GitHub, Maven. Работал автотестировщиком пол года, тестировал front и back сайта. Прошел обучение в LearnUP по курсу Web-разработчик, углубленно изучил html,css, JS, angular https://github.com/Robar3 ссылка на репозиторий гитхаб","Московский технический университет связи и информатики, Москва Информационные системы и технологии","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/38a1654c000674c36e0039ed1f38724b4c6b65
Кандидат,Front-End разработчик Angular,450 000 ₽ на руки,"Мужчина, 41 год","Москва , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 18 лет 1 месяц,"Тимлид / Техлид в Утконос, онлайн-магазин","Ведение команды и разработка веб-сайтов https://online.lenta.com и https://www.utkonos.ru Текущий стек Angular 15, NX, NGRX В обязанности входит развитие команды и приложения: Управление командой веб-разработчиков: Менеджмент команды: - найм - увольнение - инкризы - развите - 1:1 - сфетовор - техническое развитие - митапы Организация процесса разработки: - настройка процесса GitFlow - настройка CICD - настройка LightHouse CI и SonarQube системный мониторинг качества - код ревью - кодстайлинг - ведение технического долга - план развития системы Архитектура приложения - сплит системы на b2b/b2c - мультибрендинг - разработка архитектуры приложения - адаптация паттернов проектирования в проект CICD - настройка приложения для деплоя приложения в Kubernets - настройка приложения для деплоя в разных средах UnitTest - настройка юнит тестов в проекте - написание юнит тестов Разработка приложения - реализация бизнесс задач - взаимодейтсвие с другими платформами - взаимодействие между платформами SSR - настройка SSR - настройка СЕО","JavaScript, HTML, CSS3, Angular 2+, Angular, Русский — Родной, Английский — B2 — Средне-продвинутый","Ключевыми навыками считаю умение обсудить и понять с заказчиком поставленную задачу, найти, сравнить и предложить лучшее для реализации решение и осуществить его интеграцию.",Уральский институт экономики управления и права Прикладная информатика в экономике,"Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/d871f99f0000ff1a430039ed1f4d72734d726d
Кандидат,"Frontend-Engineer (Ionic, Angular, Vue, React)",Не указано,"Мужчина, 36 лет","Пушкино (Московская область) , готов к переезду (Москва) , готов к командировкам",Не указано,Опыт работы 8 лет 1 месяц,"Разработчик в ТОП КЕЙС, ООО","Разработка фронтенда на проектах правительства Москвы (АИС ДО, АИС УИД, ЕБС, Реновация, МКА, HR-booth, АИС МГТ) АИС ДО: -Распилил проект на микрофронтенд (Angular\Nx\module-federation) -Организовал деплой (Gitlab-CI) -Обновил до 19 ангуляра -Реорганизовал модуль для работы по GraphQL / RPC Команда: 1 фронтендер (я), 8 бэкэндеров АИС УИД: -Разработал библиотеку компонентов для генеративной формы на Vue3 -Отпилил от монолита ряд модулей Команда: 6 фронтендеров, 6 бэкэндеров ЕБС: -Разработал модуль оформления билетов (Angular) -Оптимизировал отрисовку билета Команда: 3 фронтендера, 5 бэкэндеров Реновация, МКА: - Улучшил DX генеративных форм с точки зрения реюзабельности и кастомизируемости (Angular 10) -Команда: 1 фронтендер (я), 2 бэкэндера HR-booth: -Разработал интерфейс настройки ИИ-помощника (React) -Перевел проект на Typescript -Настроил деплой (Gitlab-CI) -Разработал модуль медиа-библиотеки Команда: 1 фронтендер (я), 2 фуллстека АИС МГТ: -Разработал мобильное веб-приложение на React Команда: 1 фронтендер (я)","HTML, CSS, JavaScript, ionic, TypeScript, Angular, Git, Firebase, jQuery, npm, Cordova, Websocket, GraphQL, GitLab CI, React, Vue3, API, Русский — Родной, Английский — B2 — Средне-продвинутый","Предпочитаю офисный формат работы. Коммерческий опыт работы на React, Vue3, Ionic Опыт Angular 6++ на уровне понимания его работы под капотом. HTML5, CSS3 и SCSS знаю с юношеской поры (регулярно почитывая пропозалы спецификаций). Предпочитаю JavaScript ванильный фреймворкному, TypeScript последних версий понимаю и использую, Git привносил в более чем одну dev команду. Руковожу и тренирую киберспортивную команду","Московский государственный университет дизайна и технологии, Москва","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/0d65dbc70006dfae150039ed1f56356c677346
Candidate,Fullstack-developer(JS-Angular),Не указано,"Male, 33 years","Petrozavodsk , I want to relocate (Germany, Israel, Cambodia, Cyprus, Latvia, Moscow, Poland, Saint Petersburg, Thailand, Czech Republic, Estonia) , prepared for business trips",Не указано,Work experience 7 years,Senior Frontend Developer в Nitka,"Worked on several mid-term projects such as: Funzing: an online sharing economy marketplace that facilitates people to host and attend events and experiences in their leisure time based on their hobbies, passions, or skills. Worked on the mobile version of this site, implementing new designs and functionalities such as global filters, new event's cards etc GetCovered - USA insurance agency. Develop frontend of some new insurance types, such as renter insurance, deposit choice insurance and etc. Made possibility to customize the main website for custom subagency. Technology stack: JS/TS, Angular9+,RXJs, Scss","JavaScript, Angular, AngularJS, Java, Linux, Spring Framework, Node.js, Hibernate ORM, Webpack, Git, HTML5, SQL, Bootstrap, Typescript, ReactJS, RabbitMQ, Groovy, NGRX, NGXS, Russian — Native, English — B2 — Upper Intermediate","The passionate and curious developer, with wide experience in web development. I enjoy recreating existing systems to improve their performance. In addition, I can work with existing software and work to deadlines. I like some active rest such as rock climbing, swimming and so on at my free time.","Petrozavodsk State University, Petrozavodsk applied mathematics and informatics; Rice University Coursera.org , Concurrent Programming in Java; Stanford University Coursera.org , Machine Learning; Frontend nanodegree Udacity , Frontend nanodegree; The Hong Kong University of Science and Technology Coursera.org , Server-side Development with NodeJS","Russian — Native, English — B2 — Upper Intermediate",https://hh.ru/resume/668b862c0006acef8e0039ed1f705645775455
Кандидат,Младший разработчик (Angular 2+),Не указано,"Мужчина, 25 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт не указан,Не указано,Не указано,"JavaScript, CSS, Git, HTML, RxJs, Angular 2+, SCSS, Less, TypeScript, Адаптивная верстка, Figma, Adobe Photoshop, npm, Karma, Jasmine, Ionic, Русский — Родной, Английский — B1 — Средний","Мне нравится заниматься фронтендом, изучать новые технологии. Ответственный, целеустремленный, готов работать в команде, профессионально развиваться и вносить свой вклад в продукт компании, перенимать опыт коллег. Есть два проекта на гите, разработанные самостоятельно: https://github.com/Zadian228","КСУ 3; Udemy Udemy , Angular 9. Теория и Практика 2020; Udemy Udemy , Ionic - Build iOS, Android & Web Apps with Ionic & Angular; learn.javascript.ru learn.javascript.ru , JS; htmlacademy htmlacademy , HTML5, CSS3; Udemy Udemy , Angular 8 (formerly Angular 2) - The Complete Guide; Udemy Udemy , RxJs 6 In Practice; Udemy Udemy , The Complete JavaScript Course 2019: Build Real Projects!","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/062e44a20007db80b40039ed1f77654e644338
Кандидат,Front-end разработчик (Angular),130 000 ₽ на руки,"Мужчина, 40 лет","Владивосток , готов к переезду (Москва, Санкт-Петербург) , готов к командировкам",Не указано,Опыт работы 11 лет 8 месяцев,Frontend-разработчик в Баскурьер,"Компания ""Баскурьер"" занимается доставкой посылок с помощью международных автобусов. Основной задачей сайта является оформление заявки на доставку посылок. Так же на сайте можно посмотреть отчет по заявкам, состояние заявки, а также информацию по различным услугам. Для оформления заявки на сайте предусмотрено несколько вариантов: 1) Первый вариант ""Предзаказ"" – позволяет сформировать заказ, посмотреть стоимость заказа и на основе этого определиться оформлять заказ или нет. Если заказ решено продолжать, то осуществляется переход на пошаговую форму, в которую автоматически переносится информация, которая уже заполнена, а так же вносится дополнительная информация. 2) Второй вариант ""Полное оформление"" – сразу перейти на пошаговую форму и оформить заказ. Также пользователь может авторизоваться, перейти в личный кабинет и просмотреть или отредактировать информацию. Два типа пользователей: физическое лицо и юридическое лицо, личные кабинеты этих пользователей разные! Особенности формы: все поля и разделы формы формируются динамически.","Atom, Webstorm, Microsoft Visual Studio, Adobe Photoshop, SketchUp, Zeplin, Figma, Iterm, Git, JavaScript, es6, jQuery, Pug, Handlebars, Razor, Sass, Less, Stylus, Bootstrap, Foundation, Gulp, Webpack, npm, Node.js, Postcss, AngularJS, RxJs, TypeScript, Русский — Родной, Английский — B2 — Средне-продвинутый","Всем привет! Меня зовут Антон. Я фронтенд-разработчик. Последние 8 лет я занимаюсь разработкой различных сайтов и сервисов. На данный момент мой основной технический стек – AngularJS, TailwindCss, Rxjs, Typescript, NgRx, Figma. 1) Если вам нужен качественный проект на AngularJS свяжитесь со мной. Я буду рад вам помочь. 2) Если вам нужна верстка (в том числе pixelperfect) макета из Figma, Sketch, Photoshop, то Вы также по адресу. А еще: • Активно занимаюсь самообразованием: курсы, статьи, видео на youtube... Есть куча идей, для своих личных проектов. Осталось дело за малым - воплотить их в жизнь.","Дальневосточный государственный технический университет, Владивосток Информатики и экономики , Прикладная информатика в экономике; JavaScript. Продвинутый уровень HTML Academy , Frontend; JavaScript. Базовый уровень HTML Academy , Frontend; React.js learn.javascript.ru , Frontend; JavaScript learn.javascript.ru , Frontend; HTML/CSS HTML Academy , Frontend","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/70faeb0a000570e6600039ed1f654468585042
Кандидат,"Asp .Net Core, Angular, RectJs/NextJs",5 000 $ на руки,"Мужчина, 36 лет","Москва , не готов к переезду , готов к командировкам",Не указано,Опыт работы 14 лет 7 месяцев,Full Stack в Horse21,Разработка фронт части на Angular 7 и разработка бэка на asp .net core.,"Entity Framework, C#, LINQ, CSS3, HTML, .NET Framework, MVC, MS SQL, JSON, Design Patterns, ASP.NET, HTML5, SQL, ADO.NET, СУБД, HTTP, Unit Testing, Cистемы управления базами данных, Angular, CQRS, React, REST, MSSQL, Jest, REST API, GraphQL, Русский — Родной, Английский — B2 — Средне-продвинутый, Украинский — C2 — В совершенстве","I'm ⭐️Senior full-stack web developer with over 10 years of experience. ✅ I can start Immediately ✅ I'm available 40+ hours per week ✅ My core experience: - The back-end is always C# ( .Net Framework and .Net Core) - The front-end is Asp.Net MVC, Angular and ReactJs/NextJs - Cloud Platform: Azure","Приднестровский Государвственный Институт Инженерно-Технический , Программное обеспечение вычислительной техники и автоматизированных систем","Русский — Родной, Английский — B2 — Средне-продвинутый, Украинский — C2 — В совершенстве",https://hh.ru/resume/fb2c93c600058b7dfa0039ed1f53567367704f
Candidate,"Front End / Game developer using ActionSript , Angular or Html5 with JavaScript",Не указано,"Male, 48 years","Moscow , willing to relocate , prepared for business trips",Не указано,Work experience 17 years 1 month,Front End Developer - Flex/HTML5/Angular/ActionScript в Morgan Stanley,"My role here is to developer and enhance Statistic and trading tool – This being a financial firm, NDA prohibits me from disclosing elaborate details. For past 6 months I have been a part of team that is migrating existing Flex apps to Angular2/HTML5. Before this I was working as a Architect and developer for Flex RIA’s used for MS clients and internally .","HTML5, JavaScript, Flash Actionscript, Adobe Flash, Adobe Flash Professional, CSS3, jQuery, Java, SQLite, AngularJS, NativeScript, React, English — Native",Не указано,"IGNOU Engineering , MCA; Adobe Certified Expert https://training.adobe.com/training/partner-finder/rafique_gilani_consu.html , Adobe Flex, Flash, ActionScript",English — Native,https://hh.ru/resume/9f09b8d80003b371300039ed1f347031493468
Кандидат,Java-разработчик,360 000 ₽ на руки,"Мужчина, Не указано","Москва , м. ВДНХ , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 5 лет 7 месяцев,Java-разработчик в Broadview,"Разработка проектов (Java, SQL, HTTP-client, REST, микросервисы, фронтэнд: Angular, React)","Java, Git, Spring Framework, Spring Data, Spring Cloud, Spring Boot, SQL, PostgreSQL, MySQL, NoSQL, Redis, Docker, Apache Kafka, RabbitMQ, ActiveMQ, ООП, Hibernate, Hibernate ORM, Spring WebFlux, REST, REST API, API, JUnit, Apache Maven, Gradle, JavaScript, React, Angular, Grafana, Swagger, Русский — Родной, Английский — B1 — Средний","Java-разработчик с 5 годами коммерческого опыта: - реализация полноценных сервисов: backend Java, SQL, frontend Angular, React; - использование современных подходов к разработке, например, реактивный стек (Reactor/WebFlux).; - анализ требований, выбор стека, написание кода и тестов, исправление ошибок, доработки; - взаимодействие с командой внедрения по уточнению требований, выбору технического решения, тестированию, доработкам. Работал в командах от 5 до 20 человек. Запускал сервисы с нуля: от замысла до ввода в эксплуатацию и технической поддержки. Также есть опыт по доработкам существующих решений на устаревшем стеке. По прошлой специальности имею большой опыт в реализации крупных проектов системной интеграции в области телевидения.","МИРЭА — Российский технологический университет, Москва РТС , Конструирование и производство радиоэлектронных средств и систем","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/b8da2f1d000857eade0039ed1f4e6650434c45
Кандидат,Web Developer,Не указано,"Мужчина, Не указано","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 7 лет 2 месяца,GIS Web Developer в BYU-Idaho,• Developing Publicity accessible mapping applications utilizing Esri JavaScript API • Publishing ArcGIS Server REST services for external and internal consumption • Testing web application for end-user acceptance • Designing feature classes and editing data using ArcGIS Pro,"Angular, TypeScript, JavaScript, Node.js, HTML, Sass, CSS, ArcGIS, .NET Framework, MongoDB, MySQL, Русский — Родной, Английский — C1 — Продвинутый",Не указано,Brigham Young University - Idaho,"Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/2653883c00087c76bd0039ed1f6c396d617542
Кандидат,JavaScript разработчик (frontend),275 000 ₽ на руки,"Мужчина, 34 года","Москва , м. Планерная , готов к переезду (Австралия, Австрия, Бельгия, Великобритания, Венгрия, Германия, Греция, Дания, Ирландия, Исландия, Испания, Италия, Канада, Кипр, Люксембург, Нидерланды, Новая Зеландия, Норвегия, ОАЭ, Польша, Португалия, США, Словакия, Турция, Финляндия, Франция, Хорватия, Чехия, Швейцария, Швеция, Шотландия, Япония) , готов к командировкам",Не указано,Опыт работы 14 лет 10 месяцев,Frontend-разработчик в Upwork,"Отработал более 2000 часов по 15 проектам со 100% рейтингом и отметкой ""Top Rated"". Разрабатывал веб-приложения с использованием MEAN стека (Angular, ExpressJS,MongoDB,NodeJS) Преимущественно разрабатывал графические редакторы с использованием FabricJS и веб сайты на Angular","AngularJS, JavaScript, HTML5, CSS3, Node.js, Typescript, Angular, Vue, Git, SQL, Русский — Родной, Английский — C1 — Продвинутый",Web-Developer with experience in both frontend and backend engineering. Has a strong background in SPA architecture and development. With expertise in being a part of a big team and working on projects independently as a freelancer.,"Тольяттинский государственный университет, Тольятти Математики и Информатики , Прикладная математика и информатика; Тольяттинский Государственный Университет NetCraker , Программист Java","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/08af76c5000520fb4b0039ed1f4b6669644359
Кандидат,Frontend Developer,Не указано,"Мужчина, 29 лет","Москва , м. Волгоградский проспект , готов к переезду , готов к командировкам",Не указано,Опыт работы 3 года 2 месяца,Frontend-разработчик в ООО Сторк,"Стек Angular, gulp, webpack, vanilla js, typescript; - Оптимизация приложения (разбивка компонентов и объединения пере используемого кода, добавление ленивой загрузки, добавление OnPush стратегии по всему приложению, удаление логики из темплейтов, и т.д.); - баг-фиксинг и рефакторинг под строгие правила TS и SOLYD; - Управление состоянием с помощью NGRX в новом проекте и инструментами Angular на старом. - Проектирование пользовательских интерфейсов - Сбор требований, участие в составлении ТЗ - Избавление от глобальных сервисов; - Обновление с Angular 7 до Angular 11; - Тестирование","JavaScript, Git, HTML, Angular, TypeScript, Русский — Родной, Английский — A1 — Начальный","Frontend Engineer с опытом проектирования и разработки веб-сайтов и веб-приложений с использованием веб-технологий. Владею JavaScript, TypeScript, Angular, RxJs, HTML, CSS. - Опыт разработки проектов на Angular 2 - Опыт работы TypeScript - Опыт использования линтеров (Eslint, Stylelint) - Опыт работы с git (GitLab, Bitbucket) - Опыт работы по SCRUM - Умение разбираться в чужом коде","Гудермесский филиал УВО «Институт финансов и права» Финансово-экономический , Банковское дело; Intocode Intocode , WEB-Разработка","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/51491a730007d0daff0039ed1f63584e563971
Кандидат,.NET разработчик,Не указано,"Мужчина, 30 лет","Москва , готов к переезду (Алматы, Астана) , готов к командировкам",Не указано,Опыт работы 4 года 7 месяцев,Fullstack-разработчик в Брисмани,"Разработка REST API сервисов Разработка spa + REST API приложения Доработка функционала web- приложения backoffice (верстка компонентов angular, доработка backend)","MS SQL Server, AngularJS, CSS, HTML, PostgreSQL, ASP.NET, Git, TFS, .NET, C#, Docker, ELK, Rxjs, ngneat/elf, Русский — Родной, Английский — C1 — Продвинутый, Немецкий — A1 — Начальный","Навыки: - Бэкэнд: .Net 8 - LINQ, EF, DI, gRPC, CQRS, Clean Architecture, MediatR, SOLID, микросервисная архитектура - Фронтэнд: Angular 15, rxJS, стейтменеджер ngneat/elf, Kendo UI, Angular Material - MS SQL, PostgreSQL (Dapper/EF) - DevOps - Docker, Openshift, Jenkins - Логирование - Elk, grafana + loki - Брокеры Kafka/RabbitMQ - Версионирование - Bitbucket/gitlab Обязанности - Верстка страниц/создание реактивных компонентов Angular используя rxJS, state manager - Разработка .net REST api/gRPC сервисов/доработка существующих - Рефакторинг кода - Написание Unit тестов - Оценка задач В поиске позиции FullStack/Backend разработчика.","Московский государственный технологический университет ""Станкин"", Москва Факультет информационных систем и технологий , Информационные системы и технологии","Русский — Родной, Английский — C1 — Продвинутый, Немецкий — A1 — Начальный",https://hh.ru/resume/0a9744200005a34f5f0039ed1f6134574d5578
Кандидат,Frontend-разработчик,180 000 ₽ на руки,"Мужчина, 34 года","Тольятти , готов к переезду (Москва) , готов к командировкам",Не указано,Опыт работы 14 лет 2 месяца,Senior Software Developer в Luxoft,"Разработка клиентской части банковских сервисов для клиентов компании Люксофт, включая создание пользовательских интерфейсов, интеграцию с бекенд-системами и обеспечение и удобства использования с испольованием фреймворка Ангулар. - Разработка и поддержка клиентской части веб-приложения - Написание программного кода - Исправление выявленных багов","JavaScript, CSS3, HTML5, TypeScript, Git, AngularJS, Node.js, Angular, SQL, React, Qt, C++, MongoDB, Java, Python, Blender 3D, Русский — Родной, Английский — C1 — Продвинутый","Фронтенд разработчик, специализируюсь на разработке веб-приложений на Angular, NodeJS. Имею опыт в разработка баз данных, десктопных и мобильных приложений.","Тольяттинский государственный университет, Тольятти Математики и Информатики , Прикладная математика и информатика","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/d92864a30006f43ff80039ed1f534d67564b73
Кандидат,Программист-разработчик,70 000 ₽ на руки,"Мужчина, 63 года","Петрозаводск , готов к переезду (Москва, Санкт-Петербург) , готов к командировкам",Не указано,Опыт работы 34 года 10 месяцев,"ведущий инженер программист в КНЦ РАН, работа фрилансером по договорам с ИП Анисимова, ИП Задубненко","Eсть опыт использования Angular2, Node.js, jQuery, Bootstrap, Openlayers, PHP, MySQL. Языки программирования javascript, C++, Delphi, Visual FoxPRO, программирование для Arduino. Разработка вебсайтов, адаптивная верстка, разработка программного обеспечения, руководство проектами, геоинформационные технологии.","Angular 2, Node.js, jQuery, Ajax, Bootstrap, OpenLayers, PHP, MySQL, phpMyAdmin, CSS3, HTML5, Borland C++, Delphi, Git, руководство командой разработчиков, Русский — Родной, Английский — B2 — Средне-продвинутый","Программист с большим опытом, работал ведущим программистом, руководил проектами, делал веб-сайты, занимался геоинформационными технологиями, есть опыт использования Angular2, Node, jQuery, Bootstrap, Openlayers, PHP, MySQL, javascript, PHP, C++. Delphi, программирование для Arduino. Есть примеры кода для демонстрации навыков.","Национальный минерально-сырьевой университет ""Горный"", Санкт-Петербург Технологический , Программное обеспечение вычислительной техники и автоматизированных систем","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/f2b8d98b00041bec900039ed1f6b73596a3844
Кандидат,Frontend разработчик,Не указано,"Мужчина, 52 года","Москва , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 34 года 3 месяца,Ведущий инженер-программист ( R&D Lead) в ОАО «Нижневартовскавиа» г.Нижневартовск,"Возглавляю группу из трех разработчиков, занимающихся поддержкой и модернизацией, корпоративной информационной системы на базе Microsoft AD, MS-SQL, MS Dynamics AX 2009 Angular 5 - 14: Разработка форм для взаимодействия с учетной системой и представления данных : NgRx 5-14, RxJs 5.5 -7.5, Angular Material С#: Разработка Windows Forms приложений для производственных задач и взаимодействия с учетной системой. .NET Framework 2.0 - 5.0 REST back-end .NET 5.0 (EntityFrameworkCore 5) Microsoft Dynamics AX 2009 (X++): Перевод корпоративной Ax3 на Ax9 Разработка модуля автоматизации аэропортовой деятельности на базе ""расчетов с клиентами"", кастомизация модулей ""Зарплата кадры"", разработка коннектора ЭДО к системе ""Диадок"", взаимодействие с банковскими системами, налоговая и пенсионная отчетность, управление планом закупок и прочее... Aдминистрирование и монтаж сетей Microsoft (AD, IIS, других сетевых служб), разработка решений с использованием SSRS, OLAP, MS-SQL, T-SQL.","X++, C#, Typescript, Transact-SQL, JavaScript, Angular, HTML, CSS, LINQ, .NET Framework, RXJS, Русский — Родной",На начальном уровне владею F# и Haskell ;,"НФТГПИ им. Менделеева ФИЗМАТ , Математика информатика и ВТ",Русский — Родной,https://hh.ru/resume/9d4b1f2900087330570039ed1f643174325131
Candidate,Lead Frontend Developer,200 000 ₽ in hand,"Male, 47 years","Moscow , metro station Novye Cheryomushki , not willing to relocate , prepared for business trips",Не указано,Work experience 9 years 5 months,Senior Frontend Developer в ISPSystem,"Development of custom Web components using Stencil, ongoing development and bug fixes for an Angular 10 application.","AngularJS, Angular 6/7/8, HTML5, JavaScript, Typescript, CSS/LESS/SCSS, Git, Karma, Protractor, Jenkins, Atlassian Jira, Google Docs, Adobe Photoshop, Adobe Illustrator, Bootstrap, REST, Russian — Native, English — C1 — Advanced",My portfolio created with Angular 8 and Bootstrap 4.3: https://amochalin-portfolio.appspot.com/ A lot of experience in Web frontend technologies from HTML5 and HTTP protocol to many libraries from Underscore and jQuery to ExtJS and AngularJS/Angular 8. In 2013 gave talks on AngularJS on Google Developer Groups' DevFest events in Moscow and Omsk.,Moscow State University,"Russian — Native, English — C1 — Advanced",https://hh.ru/resume/ba7a61a100089d46b10039ed1f35724f4c6562
Кандидат,Frontend-разработчик,60 000 ₽ на руки,"Мужчина, 26 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 2 года 1 месяц,Web-разработчик в Mobile Yota,"Владение HTML5/CSS3/Sass, работал с популярными фреймворками Angular, React, Bootstrap, адаптивная вёрстка","Ответственность, Внимательность, Целеустремленность, Трудолюбивость, Русский — Родной, Английский — B2 — Средне-продвинутый","Владею HTML5/CSS3/Sass, PHP, имеется опыт работы с CMS (WordPress, OpenCart); Опциональное владение: Photoshop. Умение быстро погружаться в чужой код. Читаю свободно на английском, пишу, понимаю, и разбираюсь в коде. Действительно нужна работа, хочу работать. Имел опыт работы с ПО Node.js, знаю нативные команды npm. Пользовался ранее фреймворком Bootstrap 4, опыт работы с системами контроля версий git, разбираюсь с системным администрированием на ОС windows/linux, выявляю ошибки, и устраняю их. В последние годы я работал по другой специальности. Готов обучатся, и хочу работать удалённо в команде.","им. В. Талалихина технический колледж №28 г. Москва. Менеджмент , Коммерция(по отраслям)","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/5f5e75770008427db20039ed1f4237704c7654
